Kategoria,Hangszer_Nev,Oldalcim,URL
Groovebox,Volcabass,Korg Volca Bass groovebox TR sequencer,https://www.sequencer.de/syns/korg/VolcaBass.html
Groovebox,Electribe2,Korg Electribe 2 groovebox TR sequencer,https://www.sequencer.de/syns/korg/Electribe2.html
Sampler,Electribesampler2S 2S Sampler2S S2,"Korg Electribe Sampler 2S, 2S, Sampler 2S, s 2 Sampler TR sequencer",https://www.sequencer.de/syns/korg/ElectribeSampler2S_2S_Sampler2S_s2.html
Groovebox,Raveolution309,Quasimidi Rave Olution 309 groovebox TR sequencer,https://www.sequencer.de/syns/quasimidi/RaveOlution309.html
Groovebox,Spectralis,Radikal Spectralis groovebox TR sequencer,https://www.sequencer.de/syns/radikal/Spectralis.html
Groovebox,Mc303,Roland MC303 groovebox TR sequencer,https://www.sequencer.de/syns/roland/MC303.html
Groovebox,Mc505 Eg101 Jx305,"Roland MC505, EG101, JX305 groovebox TR sequencer",https://www.sequencer.de/syns/roland/MC505_EG101_JX305.html
Sampler,Mc909,Roland MC909 Sampler TR sequencer,https://www.sequencer.de/syns/roland/MC909.html
Sampler,Sp505 Sp606,"Roland SP505, SP606 Sampler simple sequencer",https://www.sequencer.de/syns/roland/SP505_SP606.html
Sampler,Mc09 Phraselab,"Roland MC09, Phrase Lab Sampler TR sequencer",https://www.sequencer.de/syns/roland/MC09_PhraseLab.html
Groovebox,D2,Roland D2 groovebox midi sequencer,https://www.sequencer.de/syns/roland/D2.html
Sampler,Sp202 Sp303,"Roland SP202, SP303 Sampler simple sequencer",https://www.sequencer.de/syns/roland/SP202_SP303.html
Sampler,Sp404,Roland SP404 Sampler simple sequencer,https://www.sequencer.de/syns/roland/SP404.html
Sampler,Mc808,Roland MC808 Sampler TR sequencer,https://www.sequencer.de/syns/roland/MC808.html
Sampler,Sp555,Roland SP555 Sampler simple sequencer,https://www.sequencer.de/syns/roland/SP555.html
Groovebox,Mc307,Roland MC307 groovebox TR sequencer,https://www.sequencer.de/syns/roland/MC307.html
Sampler,Mv8000 Mv8800,"Roland MV8000, MV8800 Sampler arranger sequencer",https://www.sequencer.de/syns/roland/MV8000_MV8800.html
Sampler,Sp404Sx,Roland SP404SX Sampler simple sequencer,https://www.sequencer.de/syns/roland/SP404SX.html
Groovebox,Dx200,Yamaha DX200 groovebox TR sequencer,https://www.sequencer.de/syns/yamaha/DX200.html
Groovebox,An200,Yamaha AN200 groovebox TR sequencer,https://www.sequencer.de/syns/yamaha/AN200.html
Groovebox,Rm1X,Yamaha RM1x groovebox TR sequencer,https://www.sequencer.de/syns/yamaha/RM1x.html
Sampler,Rs7000,Yamaha RS7000 Sampler TR sequencer,https://www.sequencer.de/syns/yamaha/RS7000.html
Sampler,Su700,Yamaha SU700 Sampler real time sequencer,https://www.sequencer.de/syns/yamaha/SU700.html
Sampler,Su200 Su10,"Yamaha SU200, SU10 Sampler real time sequencer",https://www.sequencer.de/syns/yamaha/SU200_SU10.html
Sampler,Tenorion,Yamaha Tenori On Sampler TR sequencer,https://www.sequencer.de/syns/yamaha/TenoriOn.html
